DB00118	S-Adenosylmethionine	InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1	InChIKey=MEFKEPWMEQBLKI-AIRLBKTGSA-O
DB00119	Pyruvic acid	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	InChIKey=LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	L-Phenylalanine	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	Biotin	InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1	InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	Choline	InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1	InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	L-Lysine	InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/s2	InChIKey=KDXKERNSBIXSRK-MLHKIVSYNA-N
DB00125	L-Arginine	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	InChIKey=ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00126	Vitamin C	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1	InChIKey=CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	Spermine	InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2	InChIKey=PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	L-Aspartic Acid	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1	InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	L-Ornithine	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	InChIKey=AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	L-Glutamine	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	InChIKey=ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	Adenosine monophosphate	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	InChIKey=UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	Alpha-Linolenic Acid	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-	InChIKey=DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	L-Serine	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	L-Methionine	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	InChIKey=FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	L-Tyrosine	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	InChIKey=OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	Calcitriol	InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1	InChIKey=GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	Xanthophyll	InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-25,35-37,41-42H,26-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+	InChIKey=KBPHJBAIARWVSC-DKLMTRRASA-N
DB00138	L-Cystine	InChI=1/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/s2	InChIKey=LEVWYRKDKASIDU-SEFKMRKONA-N
DB00139	Succinic acid	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	Riboflavin	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1	InChIKey=AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	N-Acetyl-D-glucosamine	InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1	InChIKey=MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	L-Glutamic Acid	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	Glutathione	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	InChIKey=RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00144	Phosphatidylserine	InChI=1S/C13H24NO10P/c1-3-5-12(16)24-9(6-21-11(15)4-2)7-22-25(19,20)23-8-10(14)13(17)18/h9-10H,3-8,14H2,1-2H3,(H,17,18)(H,19,20)/t9-,10+/m1/s1	InChIKey=UNJJBGNPUUVVFQ-ZJUUUORDSA-N
DB00145	Glycine	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)	InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	Calcidiol	InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1	InChIKey=JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	Pyridoxal	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3	InChIKey=RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	Creatine	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	InChIKey=CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	L-Leucine	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	InChIKey=ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	L-Tryptophan	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	InChIKey=QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	L-Cysteine	InChI=1/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/s2	InChIKey=XUJNEKJLAYXESH-RUOZJJLTNA-N
DB00152	Thiamine	InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1	InChIKey=JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	Ergocalciferol	InChI=1S/C28H44O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-20,22,25-27,29H,4,7-8,11,14-18H2,1-3,5-6H3/b10-9+,23-12+,24-13-/t20-,22+,25-,26+,27-,28+/m0/s1	InChIKey=MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	Dihomo-γ-linolenic acid	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-	InChIKey=HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	L-Citrulline	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1	InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	L-Threonine	InChI=1/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/s2	InChIKey=AYFVYJQAPQTCCC-FGNFWGHYNA-N
DB00157	NADH	InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	InChIKey=BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	Folic Acid	InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1	InChIKey=OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	Icosapent	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	InChIKey=JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	L-Alanine	InChI=1/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/s2	InChIKey=QNAYBMKLOCPYGJ-RUOZJJLTNA-N
DB00161	L-Valine	InChI=1/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/s2	InChIKey=KZSNJWFQEVHDMF-SGAVLPGINA-N
DB00162	Vitamin A	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+	InChIKey=FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	Vitamin E	InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3/t21-,22-,29-/m1/s1	InChIKey=GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	Pyridoxine	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3	InChIKey=LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	Lipoic Acid	InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)	InChIKey=AGBQKNBQESQNJD-UHFFFAOYSA-N
DB00167	L-Isoleucine	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1	InChIKey=AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	Aspartame	InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1	InChIKey=IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	Cholecalciferol	InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26+,27-/m1/s1	InChIKey=QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	Menadione	InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3	InChIKey=MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	Adenosine triphosphate	InChI=1/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/s2	InChIKey=ZKHQWZAMYRWXGA-YPLCUDRINA-N
DB00172	L-Proline	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	Adenine	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	L-Asparagine	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1	InChIKey=DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	Pravastatin	InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)/t13-,14-,16+,17+,18+,19-,20-,22-/m0/s1	InChIKey=TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	Fluvoxamine	InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14+	InChIKey=CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	Valsartan	InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1	InChIKey=ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	Ramipril	InChI=1S/C23H32N2O5/c1-3-30-23(29)18(13-12-16-8-5-4-6-9-16)24-15(2)21(26)25-19-11-7-10-17(19)14-20(25)22(27)28/h4-6,8-9,15,17-20,24H,3,7,10-14H2,1-2H3,(H,27,28)/t15-,17-,18-,19-,20-/m0/s1	InChIKey=HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	Masoprocol	InChI=1S/C18H22O4/c1-11(7-13-3-5-15(19)17(21)9-13)12(2)8-14-4-6-16(20)18(22)10-14/h3-6,9-12,19-22H,7-8H2,1-2H3/t11-,12+	InChIKey=HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	Flunisolide	InChI=1S/C24H31FO6/c1-21(2)30-19-9-14-13-8-16(25)15-7-12(27)5-6-22(15,3)20(13)17(28)10-23(14,4)24(19,31-21)18(29)11-26/h5-7,13-14,16-17,19-20,26,28H,8-11H2,1-4H3/t13-,14-,16-,17-,19+,20+,22-,23-,24+/m0/s1	InChIKey=XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	Baclofen	InChI=1S/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)	InChIKey=KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	Amphetamine	InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3	InChIKey=KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00183	Pentagastrin	InChI=1S/C37H49N7O9S/c1-22(2)21-53-37(52)39-15-13-31(45)41-29(18-24-20-40-26-12-8-7-11-25(24)26)35(50)42-27(14-16-54-3)34(49)44-30(19-32(46)47)36(51)43-28(33(38)48)17-23-9-5-4-6-10-23/h4-12,20,22,27-30,40H,13-19,21H2,1-3H3,(H2,38,48)(H,39,52)(H,41,45)(H,42,50)(H,43,51)(H,44,49)(H,46,47)/t27-,28-,29-,30-/m0/s1	InChIKey=ALXRNCVIQSDJAO-KRCBVYEFSA-N
DB00184	Nicotine	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3	InChIKey=SNICXCGAKADSCV-UHFFFAOYSA-N
DB00185	Cevimeline	InChI=1S/C10H17NOS/c1-8-12-10(7-13-8)6-11-4-2-9(10)3-5-11/h8-9H,2-7H2,1H3/t8?,10-/m1/s1	InChIKey=WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186	Lorazepam	InChI=1S/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)	InChIKey=DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	Esmolol	InChI=1S/C16H25NO4/c1-12(2)17-10-14(18)11-21-15-7-4-13(5-8-15)6-9-16(19)20-3/h4-5,7-8,12,14,17-18H,6,9-11H2,1-3H3	InChIKey=AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	Bortezomib	InChI=1S/C19H25BN4O4/c1-13(2)10-17(20(27)28)24-18(25)15(11-14-6-4-3-5-7-14)23-19(26)16-12-21-8-9-22-16/h3-9,12-13,15,17,27-28H,10-11H2,1-2H3,(H,23,26)(H,24,25)/t15-,17-/m0/s1	InChIKey=GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00189	Ethchlorvynol	InChI=1S/C7H9ClO/c1-3-7(9,4-2)5-6-8/h1,5-6,9H,4H2,2H3/b6-5+	InChIKey=ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190	Carbidopa	InChI=1S/C10H14N2O4.H2O/c1-10(12-11,9(15)16)5-6-2-3-7(13)8(14)4-6;/h2-4,12-14H,5,11H2,1H3,(H,15,16);1H2/t10-;/m0./s1	InChIKey=QTAOMKOIBXZKND-PPHPATTJSA-N
DB00191	Phentermine	InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3	InChIKey=DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00192	Indecainide	InChI=1S/C20H24N2O/c1-14(2)22-13-7-12-20(19(21)23)17-10-5-3-8-15(17)16-9-4-6-11-18(16)20/h3-6,8-11,14,22H,7,12-13H2,1-2H3,(H2,21,23)	InChIKey=UCEWGESNIULAGX-UHFFFAOYSA-N
DB00193	Tramadol	InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3/t14-,16+/m1/s1	InChIKey=TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	Vidarabine	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7+,10-/m1/s1	InChIKey=OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	Betaxolol	InChI=1S/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3	InChIKey=NWIUTZDMDHAVTP-UHFFFAOYSA-N
